"","Source","Type","Session","Issue","Action","Vote","Last","First","Party","City","Role","District"
"21.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"26.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Aye","Roth","Roger","R","Appleton","Senator",19
"28.264","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Aye","Stroebel","Duey","R","Saukville","Senator",20
"30.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"32.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"1.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Bewley","Janet","D","Ashland","Senator",25
"2.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"13.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Miller","Mark","D","Monona","Senator",16
"24.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Risser","Fred","D","Madison","Senator",26
"27.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE","Nay","Wirch","Robert","D","Kenosha","Senator",22
"10.292","sv0293","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 603","CONCURRENCE",NA,"Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"3.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Darling","Alberta","R","River Hills","Senator",8
"7.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"11.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.189","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Kapenga","Chris","R","Delafield","Senator",33
"14.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Lasee","Frank","R","De Pere","Senator",1
"16.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"20.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"26.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Roth","Roger","R","Appleton","Senator",19
"28.265","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Stroebel","Duey","R","Saukville","Senator",20
"30.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"32.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"1.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Bewley","Janet","D","Ashland","Senator",25
"2.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Carpenter","Tim","D","Milwaukee","Senator",3
"5.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Erpenbach","Jon","D","Middleton","Senator",27
"9.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"13.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Larson","Chris","D","Milwaukee","Senator",7
"15.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Miller","Mark","D","Monona","Senator",16
"24.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Ringhand","Janis","D","Evansville","Senator",15
"25.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Risser","Fred","D","Madison","Senator",26
"27.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Taylor","Lena","D","Milwaukee","Senator",4
"31.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE","Nay","Wirch","Robert","D","Kenosha","Senator",22
"10.293","sv0294","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 627","LAY ON TABLE",NA,"Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"1.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"11.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.190","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Kapenga","Chris","R","Delafield","Senator",33
"13.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Larson","Chris","D","Milwaukee","Senator",7
"14.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Miller","Mark","D","Monona","Senator",16
"20.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Risser","Fred","D","Madison","Senator",26
"26.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Roth","Roger","R","Appleton","Senator",19
"27.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"28.266","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Stroebel","Duey","R","Saukville","Senator",20
"29.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Taylor","Lena","D","Milwaukee","Senator",4
"30.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"34.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE","Aye","Wirch","Robert","D","Kenosha","Senator",22
"10.294","sv0295","Wisconsin Senate Roll Call","2015-2016 SESSION","AB 724","CONCURRENCE",NA,"Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"1.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Bewley","Janet","D","Ashland","Senator",25
"2.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"5.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"9.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"13.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Larson","Chris","D","Milwaukee","Senator",7
"15.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"19.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Miller","Mark","D","Monona","Senator",16
"24.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Risser","Fred","D","Madison","Senator",26
"27.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"29.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Taylor","Lena","D","Milwaukee","Senator",4
"31.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"34.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Aye","Wirch","Robert","D","Kenosha","Senator",22
"3.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Cowles","Robert","R","Green Bay","Senator",2
"4.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Darling","Alberta","R","River Hills","Senator",8
"7.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Gudex","Rick","R","Fond du Lac","Senator",18
"11.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.191","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Kapenga","Chris","R","Delafield","Senator",33
"14.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Lasee","Frank","R","De Pere","Senator",1
"16.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Lazich","Mary","R","New Berlin","Senate President",28
"17.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","LeMahieu","Devin","R","Oostburg","Senator",9
"18.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Marklein","Howard","R","Spring Green","Senator",17
"20.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Nass","Stephen","R","Whitewater","Senator",11
"22.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Olsen","Luther","R","Ripon","Senator",14
"23.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Petrowski","Jerry","R","Marathon","Senator",29
"26.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Roth","Roger","R","Appleton","Senator",19
"28.267","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Stroebel","Duey","R","Saukville","Senator",20
"30.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Tiffany","Thomas","R","Hazelhurst","Senator",12
"32.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP","Nay","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"10.295","sv0296","Wisconsin Senate Roll Call","2015-2016 SESSION","SB 666","SUSPEND RULES TO WITHDRAW AND TAKE UP",NA,"Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"2.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Carpenter","Tim","D","Milwaukee","Senator",3
"3.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.192","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Kapenga","Chris","R","Delafield","Senator",33
"13.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Larson","Chris","D","Milwaukee","Senator",7
"14.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
"16.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Lazich","Mary","R","New Berlin","Senate President",28
"17.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","LeMahieu","Devin","R","Oostburg","Senator",9
"18.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Marklein","Howard","R","Spring Green","Senator",17
"19.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Miller","Mark","D","Monona","Senator",16
"20.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Moulton","Terry","R","Chippewa Falls","Senator",23
"21.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Nass","Stephen","R","Whitewater","Senator",11
"22.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Olsen","Luther","R","Ripon","Senator",14
"23.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Petrowski","Jerry","R","Marathon","Senator",29
"24.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Ringhand","Janis","D","Evansville","Senator",15
"25.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Risser","Fred","D","Madison","Senator",26
"26.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Roth","Roger","R","Appleton","Senator",19
"27.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Shilling","Jennifer","D","La Crosse","Minority Leader",32
"28.268","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Stroebel","Duey","R","Saukville","Senator",20
"29.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Taylor","Lena","D","Milwaukee","Senator",4
"30.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Tiffany","Thomas","R","Hazelhurst","Senator",12
"31.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Vinehout","Kathleen","D","Alma","Minority Caucus Vice-Chair",31
"32.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Vukmir","Leah","R","Brookfield","Assistant Majority Leader",5
"33.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Wanggaard","Van","R","Racine","Majority Caucus Vice-Chair",21
"34.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION","Aye","Wirch","Robert","D","Kenosha","Senator",22
"1.296","sv0297","Wisconsin Senate Roll Call","2015-2016 SESSION"," ","CONFIRMATION",NA,"Bewley","Janet","D","Ashland","Senator",25
"3.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Cowles","Robert","R","Green Bay","Senator",2
"4.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Darling","Alberta","R","River Hills","Senator",8
"5.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Erpenbach","Jon","D","Middleton","Senator",27
"7.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Fitzgerald","Scott","R","Juneau","Majority Leader",13
"8.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Gudex","Rick","R","Fond du Lac","Senator",18
"9.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Hansen","Dave","D","Green Bay","Assistant Minority Leader",30
"10.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Harris Dodd","Nikiya","D","Milwaukee","Senator",6
"11.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Harsdorf","Sheila","R","River Falls","Majority Caucus Chair",10
"12.193","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Kapenga","Chris","R","Delafield","Senator",33
"14.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lasee","Frank","R","De Pere","Senator",1
"15.297","sv0298","Wisconsin Senate Roll Call","2015-2016 SESSION","EA ","CONFIRMATION OF APPOINTMENT BY THE GOVERNOR","Aye","Lassa","Julie","D","Stevens Point","Minority Caucus Chair",24
